College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Unique_Number
CLG0018,102,9.77,9.97,8,No,1,5,1,No,7191
CLG0059,100,8.58,8.47,5,Yes,5,8,2,Yes,7192
CLG0075,98,8.67,8.5,2,No,7,10,5,Yes,7193
CLG0087,114,9.67,9.3,3,Yes,2,10,0,Yes,7194
CLG0059,111,6.05,5.78,5,Yes,8,1,0,No,7195
CLG0034,104,9.97,9.7,3,No,10,4,4,No,7196
CLG0053,106,8.87,9.36,10,Yes,8,2,1,No,7197
CLG0098,98,8.63,8.97,1,No,2,2,1,No,7198
CLG0047,126,6.81,6.33,6,No,2,2,0,No,7199
CLG0024,77,7.73,7.85,5,Yes,4,2,5,No,7200
CLG0061,102,8.27,8.03,3,No,8,8,4,Yes,7201
CLG0057,100,8.1,7.7,9,No,0,6,3,No,7202
CLG0066,112,8.52,8.73,10,Yes,0,9,0,Yes,7203
CLG0077,87,5.41,5.04,8,Yes,0,2,0,No,7204
CLG0020,73,6.78,6.72,7,No,3,1,2,No,7205
CLG0071,102,7.17,7.3,2,Yes,6,8,4,No,7206
CLG0073,104,6.3,6.35,10,No,10,10,3,No,7207
CLG0034,122,5.86,6.34,5,No,1,3,5,No,7208
CLG0054,80,5.69,5.98,5,Yes,2,3,4,No,7209
CLG0065,117,6.83,7.1,6,No,3,8,4,Yes,7210
CLG0072,135,7.47,7.33,6,No,0,5,0,No,7211
CLG0051,94,5.31,4.82,3,No,1,8,0,No,7212
CLG0041,80,9.73,9.96,4,No,1,2,0,No,7213
CLG0001,93,8.83,9.33,1,No,10,10,2,Yes,7214
CLG0025,100,8.65,8.56,1,No,5,9,3,Yes,7215
CLG0093,108,5.86,6.35,5,No,3,2,5,No,7216
CLG0052,91,8.02,7.66,4,Yes,6,9,5,No,7217
CLG0081,123,7.65,7.45,7,No,10,10,3,Yes,7218
CLG0071,83,9.91,9.58,7,No,7,6,4,No,7219
CLG0099,73,8.74,8.72,4,Yes,1,5,5,No,7220
CLG0016,116,7.88,8.18,10,Yes,1,7,5,Yes,7221
CLG0021,65,9.25,9.09,2,No,4,7,5,No,7222
CLG0002,96,5.78,6.19,10,No,3,4,0,No,7223
CLG0090,146,5.08,5.12,4,No,9,7,5,No,7224
CLG0069,99,8.45,8.42,8,Yes,1,3,4,No,7225
CLG0005,83,5.49,5.78,2,No,8,3,0,No,7226
CLG0073,99,5.58,5.18,5,Yes,8,7,4,No,7227
CLG0053,99,8.72,8.99,7,Yes,9,1,4,No,7228
CLG0018,102,6.35,6.09,10,Yes,3,8,2,No,7229
CLG0019,109,8.14,7.92,6,Yes,1,2,5,No,7230
CLG0063,84,9.59,9.69,9,No,2,1,2,No,7231
CLG0006,125,6.58,6.98,2,Yes,7,6,5,No,7232
CLG0063,103,6.09,6.17,4,Yes,10,4,4,No,7233
CLG0027,110,5.53,5.68,7,Yes,7,7,0,No,7234
CLG0054,90,5.65,5.93,8,No,6,3,4,No,7235
CLG0031,119,5.31,5.07,5,No,3,2,0,No,7236
CLG0064,96,5.44,5.77,5,No,0,4,1,No,7237
CLG0021,104,7.16,7.08,4,No,9,4,3,No,7238
CLG0014,86,6.6,6.28,9,No,8,4,4,No,7239
CLG0080,85,8.53,8.38,10,No,6,3,1,No,7240
CLG0002,110,9.35,9.1,4,Yes,0,7,4,No,7241
CLG0018,93,8.92,8.65,3,No,4,5,2,No,7242
CLG0018,87,7.65,7.43,9,No,2,4,3,No,7243
CLG0035,90,5.51,5.19,7,Yes,1,5,4,No,7244
CLG0078,110,8.55,8.72,9,No,2,7,5,No,7245
CLG0082,90,6.81,6.89,4,No,5,4,2,No,7246
CLG0083,98,5.43,5.58,3,No,6,10,2,No,7247
CLG0025,100,9.21,9.05,10,No,9,5,1,No,7248
CLG0099,71,6.69,6.96,8,No,8,6,5,No,7249
CLG0007,77,6.09,5.72,4,No,9,6,2,No,7250
CLG0003,105,9.36,9.43,10,Yes,10,7,5,No,7251
CLG0057,88,9.51,9.29,3,No,6,10,1,No,7252
CLG0076,115,6.69,6.72,4,No,0,3,0,No,7253
CLG0054,114,6.77,6.59,2,Yes,6,8,0,No,7254
CLG0016,110,7.9,8.19,4,No,0,5,0,No,7255
CLG0020,127,8.67,9.06,7,No,7,1,0,No,7256
CLG0005,98,5.32,5.56,3,No,1,4,4,No,7257
CLG0061,109,7.97,7.65,1,No,1,4,5,No,7258
CLG0031,91,9.76,9.53,10,No,0,8,1,No,7259
CLG0024,136,6.31,6.73,8,No,8,10,0,No,7260
CLG0063,129,9.54,9.48,6,No,10,9,2,Yes,7261
CLG0045,100,9.75,10.19,3,Yes,7,3,5,No,7262
CLG0044,105,6.35,6.24,8,No,8,10,1,No,7263
CLG0088,120,8.77,9.22,6,No,7,1,5,Yes,7264
CLG0080,97,6.19,6.62,1,No,3,8,5,No,7265
CLG0039,90,8.69,8.85,9,No,8,9,5,Yes,7266
CLG0028,113,8.99,8.5,9,Yes,7,4,4,Yes,7267
CLG0005,101,6.24,6.14,9,No,0,5,0,No,7268
CLG0077,102,8.58,8.99,6,No,9,4,1,No,7269
CLG0015,87,9.06,9.45,6,Yes,4,4,3,No,7270
CLG0049,74,6.79,6.48,4,Yes,8,3,0,No,7271
CLG0004,103,5.84,5.74,8,No,7,10,1,No,7272
CLG0014,113,5.46,5.8,9,Yes,0,4,0,No,7273
CLG0091,96,7.88,7.96,7,No,5,9,3,No,7274
CLG0010,121,9.89,10.24,7,Yes,10,7,2,Yes,7275
CLG0087,89,9.11,9.44,2,No,5,6,2,No,7276
CLG0092,84,7.18,7.59,2,Yes,1,9,3,No,7277
CLG0044,98,7.68,7.3,10,Yes,10,2,1,No,7278
CLG0077,98,6.4,6.05,2,Yes,1,4,4,No,7279
CLG0036,111,5.82,5.4,4,No,0,9,0,No,7280
CLG0059,88,7.41,7.85,9,No,5,8,4,No,7281
CLG0032,120,7.32,7.3,5,No,8,1,0,No,7282
CLG0065,129,7.61,7.17,2,No,7,9,4,Yes,7283
CLG0064,99,9.76,9.58,4,No,4,10,0,No,7284
CLG0004,118,8.02,7.87,7,No,7,2,2,No,7285
CLG0001,84,8.03,8.34,5,Yes,1,1,0,No,7286
CLG0082,116,5.64,5.88,8,No,10,2,0,No,7287
CLG0077,115,9.98,10.17,1,Yes,5,10,3,Yes,7288
CLG0089,112,8.86,8.38,5,Yes,1,6,3,Yes,7289
CLG0021,99,9.39,9.8,4,Yes,7,2,0,No,7290
CLG0079,55,7.07,6.79,3,Yes,1,1,0,No,7291
CLG0041,90,7.51,7.64,7,No,4,5,1,No,7292
CLG0041,90,7.61,7.17,10,No,6,2,2,No,7293
CLG0010,85,5.97,5.55,1,No,6,4,0,No,7294
CLG0099,101,8.45,7.96,6,No,3,8,0,No,7295
CLG0004,93,9.51,9.58,8,No,7,10,2,Yes,7296
CLG0069,87,5.82,5.95,2,Yes,6,6,1,No,7297
CLG0044,84,5.43,4.98,6,No,9,8,5,No,7298
CLG0059,89,8.69,8.48,1,Yes,4,5,3,No,7299
CLG0038,116,6.37,6.72,6,No,3,2,3,No,7300
CLG0024,90,8.12,7.72,6,No,1,1,2,No,7301
CLG0024,92,8.48,8.2,5,Yes,1,8,0,No,7302
CLG0019,93,6.61,6.53,7,Yes,3,1,5,No,7303
CLG0084,105,9.08,9.42,5,No,7,10,3,Yes,7304
CLG0092,106,7.75,7.5,8,No,10,9,0,No,7305
CLG0043,54,9.34,9.84,2,No,5,4,4,No,7306
CLG0075,115,8.82,8.68,6,No,8,6,0,No,7307
CLG0087,121,9.34,9.23,5,No,1,6,3,Yes,7308
CLG0079,84,5.1,4.72,10,No,6,3,0,No,7309
CLG0085,85,6.22,6.4,2,Yes,0,1,5,No,7310
CLG0100,93,5.45,5.19,7,No,1,6,0,No,7311
CLG0013,88,7.21,7.34,4,Yes,10,10,5,No,7312
CLG0032,103,9.45,9.17,6,No,8,5,1,No,7313
CLG0010,70,7.34,7.23,5,No,7,4,1,No,7314
CLG0059,83,9.25,9.61,4,No,8,9,5,Yes,7315
CLG0046,123,6.64,6.88,2,Yes,6,4,0,No,7316
CLG0032,86,6.7,6.35,7,No,9,1,2,No,7317
CLG0049,118,9.48,9.59,5,Yes,10,10,2,Yes,7318
CLG0084,105,7.13,7.26,3,No,8,6,2,No,7319
CLG0039,72,8.95,8.54,6,No,3,7,2,No,7320
CLG0051,109,6.18,6.15,8,No,2,1,3,No,7321
CLG0016,98,9.74,9.5,10,Yes,3,9,2,Yes,7322
CLG0039,93,7.87,7.84,10,No,4,10,3,No,7323
CLG0060,103,8.8,9.08,2,Yes,9,2,2,No,7324
CLG0005,107,5.45,5.11,10,Yes,3,7,5,No,7325
CLG0081,110,7.46,7.08,4,No,3,8,0,No,7326
CLG0100,117,9.51,9.28,3,Yes,6,8,5,Yes,7327
CLG0064,106,9.39,9.84,7,Yes,3,1,2,No,7328
CLG0048,79,5.23,5.48,10,Yes,3,10,0,No,7329
CLG0026,92,6.52,6.04,8,No,8,1,5,No,7330
CLG0051,144,7.22,7.12,8,No,8,10,0,No,7331
CLG0068,110,5.86,5.62,4,Yes,4,4,5,No,7332
CLG0026,135,8.65,8.79,10,Yes,8,2,1,No,7333
CLG0020,120,5.92,5.88,2,No,10,10,5,Yes,7334
CLG0077,103,6.73,7.19,6,No,1,4,5,No,7335
CLG0071,104,8.32,8.04,3,Yes,4,6,4,No,7336
CLG0024,99,7.41,7.5,8,No,10,3,5,No,7337
CLG0067,73,8.69,8.89,3,No,6,10,4,Yes,7338
CLG0067,100,9.81,10.14,2,No,7,3,5,No,7339
CLG0050,118,5.58,5.49,9,Yes,4,1,0,No,7340
CLG0016,91,8.55,8.74,9,No,8,5,5,No,7341
CLG0095,106,6.15,5.95,9,Yes,10,7,4,No,7342
CLG0033,112,7.07,7.01,3,Yes,2,6,4,No,7343
CLG0078,86,5.16,5.56,2,Yes,7,4,2,No,7344
CLG0050,93,5.68,6.13,4,No,10,6,4,No,7345
CLG0089,84,6.6,6.82,2,No,8,3,4,No,7346
CLG0002,87,6.71,6.58,8,No,6,3,4,No,7347
CLG0059,80,9.5,9.82,10,No,4,7,5,No,7348
CLG0041,86,8.71,8.24,1,No,8,9,1,No,7349
CLG0077,121,9.86,9.46,2,No,10,1,4,Yes,7350
CLG0063,86,8,8.16,6,Yes,7,4,2,No,7351
CLG0082,101,6.21,6,9,Yes,7,10,3,No,7352
CLG0062,92,6.64,7.09,10,Yes,5,5,1,No,7353
CLG0084,117,6.6,6.54,5,Yes,1,2,2,No,7354
CLG0002,119,6.63,6.56,5,No,3,10,0,No,7355
CLG0007,112,8.36,8.54,3,No,0,3,2,Yes,7356
CLG0077,104,7.65,7.92,8,No,9,5,3,No,7357
CLG0008,96,6.93,6.91,6,No,4,8,1,No,7358
CLG0003,82,5.75,5.46,10,No,9,3,3,No,7359
CLG0014,129,5.11,5.38,2,No,0,3,5,No,7360
CLG0087,88,6.09,5.91,5,Yes,5,6,0,No,7361
CLG0072,109,5.54,5.22,4,Yes,9,8,0,No,7362
CLG0033,115,8.93,9.06,10,Yes,7,1,5,Yes,7363
CLG0027,91,5.56,5.15,9,No,9,7,0,No,7364
CLG0011,115,8.62,9.09,4,No,0,7,5,Yes,7365
CLG0097,111,6.93,7.06,8,No,5,3,5,No,7366
CLG0011,125,5.37,5.86,1,No,3,3,5,No,7367
CLG0018,92,9.06,8.9,5,No,8,9,2,Yes,7368
CLG0092,80,7.9,8.37,9,Yes,7,10,2,Yes,7369
CLG0090,92,6.18,5.83,3,No,3,1,4,No,7370
CLG0094,103,9.47,9.01,6,No,10,1,0,No,7371
CLG0074,100,5.23,4.76,10,Yes,10,2,3,No,7372
CLG0042,94,6.01,5.97,6,Yes,1,6,0,No,7373
CLG0003,71,8.76,8.34,6,No,5,8,1,No,7374
CLG0032,107,8.55,8.56,4,Yes,2,10,2,Yes,7375
CLG0036,129,6.45,6.28,7,No,0,1,0,No,7376
CLG0010,106,5.31,5.15,3,No,10,1,4,No,7377
CLG0085,109,9.29,9.43,6,Yes,6,2,0,No,7378
CLG0055,108,6.57,6.23,10,No,3,7,4,No,7379
CLG0071,105,5.98,6.25,5,No,8,4,2,No,7380
CLG0025,113,7.58,7.66,3,Yes,9,1,2,No,7381
CLG0062,105,9.55,9.96,2,No,9,8,4,Yes,7382
CLG0034,95,5.22,5.08,1,No,10,4,5,No,7383
CLG0025,88,8.83,9.31,8,No,10,7,1,No,7384
CLG0073,96,7.86,7.94,1,No,10,8,5,No,7385
CLG0008,104,7.13,7.6,5,Yes,2,1,5,No,7386
CLG0053,95,8.72,8.25,5,No,9,2,2,No,7387
CLG0099,104,9.83,10.06,1,Yes,9,2,4,No,7388
CLG0092,106,6.15,6.47,9,Yes,9,5,2,No,7389
CLG0010,112,5.72,5.27,5,No,0,5,0,No,7390
CLG0078,119,9.56,9.64,9,Yes,1,6,3,Yes,7391
CLG0093,101,8.34,8.64,6,Yes,3,2,1,No,7392
CLG0001,80,7.19,7.25,7,No,10,8,3,No,7393
CLG0058,94,7.87,7.43,7,No,6,1,1,No,7394
CLG0019,100,8.73,8.92,2,Yes,7,9,0,No,7395
CLG0078,72,8.87,8.43,5,No,3,5,4,No,7396
CLG0020,120,9.6,9.92,2,Yes,2,10,5,Yes,7397
CLG0048,102,7.13,6.67,4,No,9,8,4,No,7398
CLG0100,105,6.47,6.11,3,No,8,8,4,No,7399
CLG0072,120,8.2,7.98,6,No,7,2,0,No,7400
CLG0058,90,7.08,7.21,5,No,5,9,5,No,7401
CLG0038,108,7.97,8.45,1,Yes,8,6,3,No,7402
CLG0042,98,7.1,6.72,2,Yes,7,3,2,No,7403
CLG0088,97,5.76,5.4,7,No,6,1,5,No,7404
CLG0007,88,7.35,7.22,9,No,5,9,5,No,7405
CLG0069,124,8.45,8.79,1,No,9,3,4,Yes,7406
CLG0078,94,9,8.97,4,No,2,1,2,No,7407
CLG0073,110,7.47,7.29,3,Yes,10,5,3,No,7408
CLG0020,71,5.83,5.89,5,No,5,8,2,No,7409
CLG0052,117,7.07,6.83,5,No,3,7,2,No,7410
CLG0026,115,8.93,8.83,10,Yes,4,5,5,Yes,7411
CLG0089,101,7.06,6.89,10,No,6,2,2,No,7412
CLG0084,96,8.48,8.78,2,No,6,2,0,No,7413
CLG0056,106,7.54,7.96,5,No,8,3,3,No,7414
CLG0070,134,6.21,6.47,4,No,8,6,2,No,7415
CLG0071,73,8.98,8.92,1,No,5,4,4,No,7416
CLG0100,111,5.42,5.42,1,No,5,9,4,Yes,7417
CLG0062,86,7.62,7.25,1,Yes,1,3,5,No,7418
CLG0062,99,6.04,6.29,8,No,7,6,3,No,7419
CLG0036,96,5.34,5.44,3,No,2,4,5,No,7420
CLG0020,93,7.51,7.91,9,No,0,1,0,No,7421
CLG0018,99,7.5,7.2,10,Yes,3,1,2,No,7422
CLG0072,82,8.53,8.79,2,No,4,8,0,No,7423
CLG0027,115,8.72,8.9,9,No,2,3,3,Yes,7424
CLG0005,73,8.64,8.41,9,No,6,2,1,No,7425
CLG0095,108,7.05,7.22,4,Yes,10,1,4,No,7426
CLG0046,95,8.16,8.58,4,No,4,8,2,Yes,7427
CLG0041,82,7.88,8.3,4,No,10,9,2,Yes,7428
CLG0085,103,7.11,7.33,1,No,9,1,3,No,7429
CLG0052,76,7.99,7.54,5,Yes,4,8,3,No,7430
CLG0003,100,9.74,10.11,6,No,5,1,5,No,7431
CLG0058,78,5.96,6.12,4,No,10,10,5,No,7432
CLG0090,106,9.53,9.34,8,Yes,10,2,5,No,7433
CLG0081,86,5.27,4.96,3,Yes,5,1,0,No,7434
CLG0094,93,6.54,6.16,9,No,8,2,5,No,7435
CLG0087,104,6.44,5.99,7,No,2,2,4,No,7436
CLG0025,88,8.13,8.38,8,Yes,7,5,0,No,7437
CLG0068,99,5.66,5.4,7,No,10,10,3,No,7438
CLG0041,77,9.41,8.93,9,No,6,3,4,No,7439
CLG0075,109,9.14,9.04,2,No,8,1,3,No,7440
CLG0062,126,8.26,8.24,4,No,4,10,5,Yes,7441
CLG0041,141,7.29,6.96,2,No,6,2,0,No,7442
CLG0082,101,9.66,9.2,8,No,7,4,5,No,7443
CLG0033,111,9.15,8.84,2,No,8,7,0,No,7444
CLG0100,73,7.5,7.68,8,No,7,1,0,No,7445
CLG0038,122,8.51,8.09,6,No,1,5,1,No,7446
CLG0018,111,7.83,7.89,7,No,10,2,0,No,7447
CLG0054,92,7.94,7.59,6,No,5,8,2,No,7448
CLG0049,118,6.65,6.35,9,No,3,2,0,No,7449
CLG0061,96,7.31,7.2,4,Yes,3,4,5,No,7450
CLG0016,93,5.39,4.99,1,Yes,8,6,3,No,7451
CLG0086,107,6.79,6.46,9,No,6,9,5,No,7452
CLG0085,84,8.48,8.33,10,Yes,5,10,0,No,7453
CLG0044,115,9.77,9.6,8,Yes,1,4,3,Yes,7454
CLG0031,84,9.82,10.07,1,No,0,4,3,No,7455
CLG0095,84,7.78,7.35,10,No,9,7,5,No,7456
CLG0027,86,8.03,8.39,6,No,3,1,4,No,7457
CLG0041,111,5.93,6.25,10,No,8,5,1,No,7458
CLG0003,90,8.48,8.75,4,No,3,5,3,No,7459
CLG0095,79,5.35,5.16,2,No,1,1,3,No,7460
CLG0034,90,6.42,6.74,3,No,7,6,2,No,7461
CLG0090,99,8.34,8.02,9,Yes,5,9,0,No,7462
CLG0088,82,6.55,6.17,5,No,0,7,1,No,7463
CLG0010,82,5.25,4.79,7,No,3,2,1,No,7464
CLG0057,131,9.16,9.6,2,Yes,9,4,5,Yes,7465
CLG0029,87,6.55,6.36,8,No,4,8,4,No,7466
CLG0038,95,5.32,5.74,3,No,0,1,3,No,7467
CLG0077,94,5.37,5.14,1,Yes,1,6,3,No,7468
CLG0006,93,6.26,6.67,8,Yes,8,3,2,No,7469
CLG0014,109,5.89,6.29,9,No,0,3,1,No,7470
CLG0094,114,8.87,9.29,8,Yes,10,1,0,No,7471
CLG0004,95,6.61,6.61,1,No,7,8,4,No,7472
CLG0045,81,9.02,9.39,7,Yes,10,5,4,No,7473
CLG0092,119,5.87,6.32,7,No,8,1,4,No,7474
CLG0039,98,7.46,7.28,4,Yes,1,5,4,No,7475
CLG0074,125,8.44,8.36,8,Yes,1,5,5,Yes,7476
CLG0054,66,8.26,8.48,5,Yes,6,9,1,No,7477
CLG0026,102,8.01,7.81,4,Yes,9,10,3,No,7478
CLG0098,128,9.62,9.87,5,No,8,3,1,No,7479
CLG0029,94,6.14,5.71,2,Yes,9,9,5,No,7480
CLG0062,96,7.47,7.49,4,No,8,8,0,No,7481
CLG0008,104,9.42,9.04,10,Yes,2,10,4,Yes,7482
CLG0039,91,5.39,5.18,8,No,6,2,5,No,7483
CLG0018,95,5.28,5.04,7,No,5,9,1,No,7484
CLG0073,94,6.17,6.51,8,Yes,7,5,0,No,7485
CLG0022,90,8.17,7.86,7,No,7,8,2,No,7486
CLG0018,118,6.3,6.61,7,No,7,8,4,Yes,7487
CLG0037,106,5.95,6.24,7,No,7,4,5,No,7488
CLG0033,103,7.29,7.29,2,No,10,1,3,No,7489
CLG0048,112,8.07,7.8,3,No,9,9,3,Yes,7490
CLG0048,96,6.24,5.97,1,Yes,5,6,3,No,7491
CLG0002,88,6.5,6.46,2,No,8,2,0,No,7492
CLG0026,90,8.07,7.58,10,No,4,4,1,No,7493
CLG0017,100,9.73,9.76,6,Yes,3,10,4,Yes,7494
CLG0004,84,8.37,8.82,2,Yes,6,5,4,No,7495
CLG0009,92,8.91,8.56,1,No,2,6,5,No,7496
CLG0010,92,6.83,6.9,8,No,7,5,4,No,7497
CLG0069,131,6.36,6.82,9,No,7,9,4,Yes,7498
CLG0038,58,7.27,7.63,7,No,10,10,2,No,7499
CLG0049,97,9.04,9.39,3,No,4,2,5,No,7500
CLG0040,125,7.28,7.6,1,No,9,3,4,No,7501
CLG0049,101,9.23,9.04,4,No,7,10,2,Yes,7502
CLG0086,111,9.94,10.33,10,No,2,3,1,No,7503
CLG0019,101,5.36,5.8,3,Yes,2,3,3,No,7504
CLG0037,89,5.23,5.23,3,Yes,3,6,2,No,7505
CLG0097,66,5.75,5.6,2,No,8,8,3,No,7506
CLG0049,103,6.92,6.83,10,No,4,5,3,No,7507
CLG0006,88,5.66,5.49,3,No,5,6,0,No,7508
CLG0064,87,9.35,9.06,5,Yes,3,1,2,No,7509
CLG0023,92,5.12,5.24,4,No,8,10,4,No,7510
CLG0078,126,6.58,6.64,1,No,3,3,5,No,7511
CLG0031,136,5.92,5.88,1,Yes,2,4,0,No,7512
CLG0053,103,9.66,9.26,1,No,1,7,4,No,7513
CLG0033,93,8.35,8.65,10,No,2,5,5,No,7514
CLG0017,82,9.56,9.23,9,Yes,0,1,3,No,7515
CLG0065,107,9.86,9.47,9,No,10,3,0,No,7516
CLG0076,126,7.49,7.61,9,No,7,2,4,No,7517
CLG0067,96,6.17,6.07,10,No,0,6,4,No,7518
CLG0045,64,5.97,5.53,4,No,5,5,1,No,7519
CLG0100,110,6.11,5.97,4,No,10,3,0,No,7520
CLG0088,114,8.54,8.81,10,No,1,2,0,No,7521
CLG0078,76,5.2,5.32,7,No,10,1,3,No,7522
CLG0037,102,5.26,5.12,3,Yes,10,2,5,No,7523
CLG0092,106,8.04,7.73,10,No,2,5,3,No,7524
CLG0027,98,8.21,8.34,3,Yes,8,5,0,No,7525
CLG0020,88,8.33,8.72,4,No,8,9,1,No,7526
CLG0079,115,6.86,7.01,6,Yes,5,6,1,No,7527
CLG0042,93,9.03,9.34,1,No,6,3,5,No,7528
CLG0025,77,7.67,7.69,3,No,4,10,3,No,7529
CLG0070,69,5.53,5.75,5,No,6,3,2,No,7530
CLG0051,118,8.99,9.39,4,Yes,5,3,4,Yes,7531
CLG0078,109,9.77,10.04,8,No,4,8,3,Yes,7532
CLG0039,101,5.3,5.71,9,No,2,9,1,No,7533
CLG0030,93,6.96,6.89,8,Yes,1,3,0,No,7534
CLG0047,92,7.44,7.84,9,Yes,4,1,1,No,7535
CLG0047,83,5.73,5.85,8,Yes,7,8,0,No,7536
CLG0050,93,9.34,9.71,10,Yes,4,10,3,Yes,7537
CLG0028,68,6.42,5.96,1,No,2,2,4,No,7538
CLG0031,88,8.92,9.08,7,No,9,7,5,No,7539
CLG0073,95,8.35,8.7,9,Yes,2,7,4,No,7540
CLG0048,109,7.99,7.66,1,No,4,9,3,No,7541
CLG0066,99,5.96,6.12,10,Yes,8,8,4,No,7542
CLG0053,111,6.1,6.42,1,Yes,7,9,4,Yes,7543
CLG0060,120,5.24,5.03,10,No,6,1,5,No,7544
CLG0047,115,6.2,6.11,2,Yes,4,3,2,No,7545
CLG0045,107,6.73,6.8,5,Yes,8,4,2,No,7546
CLG0001,100,9.17,9.19,8,Yes,1,3,2,No,7547
CLG0066,85,6.83,6.37,8,No,5,8,0,No,7548
CLG0092,111,8.77,8.37,10,Yes,6,7,2,Yes,7549
CLG0100,125,7.2,6.8,4,Yes,6,5,3,No,7550
CLG0023,105,8.92,8.68,7,No,10,5,5,No,7551
CLG0020,128,9.88,9.63,7,No,3,4,2,Yes,7552
CLG0033,77,6.2,6.44,9,No,1,5,5,No,7553
CLG0094,82,9.31,9.38,9,Yes,0,5,3,No,7554
CLG0089,112,8.11,8.37,3,Yes,0,4,2,Yes,7555
CLG0048,103,9.09,8.66,8,Yes,2,5,4,No,7556
CLG0016,119,8.26,8.25,5,No,6,7,2,Yes,7557
CLG0039,99,7.12,6.94,5,No,10,9,3,No,7558
CLG0007,86,6.14,6.49,8,No,4,7,3,No,7559
CLG0062,96,5.35,5.56,6,No,6,1,5,No,7560
CLG0044,77,7.68,8.05,10,Yes,8,9,3,Yes,7561
CLG0097,83,9.95,9.5,10,No,7,3,2,No,7562
CLG0098,114,8.69,8.91,1,No,0,2,0,No,7563
CLG0081,113,6.64,6.68,4,Yes,3,10,3,Yes,7564
CLG0049,105,9.14,9.47,9,No,4,9,5,Yes,7565
CLG0004,74,8.84,8.85,5,Yes,6,2,0,No,7566
CLG0013,94,6.41,6.45,4,Yes,10,10,2,No,7567
CLG0026,81,5.07,4.62,10,No,7,9,5,No,7568
CLG0013,117,5.59,5.76,1,No,7,5,0,No,7569
CLG0096,91,9.39,9.16,9,No,3,6,0,No,7570
CLG0043,83,9.18,8.7,8,Yes,10,7,3,No,7571
CLG0012,100,6.48,6.05,3,No,6,7,5,No,7572
CLG0078,90,6.43,6.89,9,Yes,10,4,2,No,7573
CLG0085,122,8.96,8.81,1,Yes,1,4,3,Yes,7574
CLG0033,88,9.69,10.06,4,Yes,8,5,4,No,7575
CLG0067,79,8.9,9.36,5,No,5,9,1,No,7576
CLG0007,67,8.03,8.47,4,No,3,10,0,No,7577
CLG0079,99,6.21,6.59,4,No,5,1,2,No,7578
CLG0007,91,7.63,8.02,9,No,6,8,0,No,7579
CLG0043,78,6.17,5.96,5,Yes,9,8,2,No,7580
CLG0048,117,9.04,8.69,1,No,7,7,3,Yes,7581
CLG0090,110,6.93,7.07,7,No,3,6,1,No,7582
CLG0026,99,9.17,9.16,6,No,8,3,1,No,7583
CLG0076,120,6.91,6.51,9,Yes,5,8,1,No,7584
CLG0059,109,9.12,9.3,4,No,0,7,1,No,7585
CLG0056,87,6.67,6.73,10,No,2,8,0,No,7586
CLG0040,84,7.2,7.56,6,Yes,0,2,2,No,7587
CLG0066,112,8.08,8.19,10,Yes,5,8,4,Yes,7588
CLG0015,105,5.35,5.42,7,Yes,5,7,2,No,7589
CLG0044,102,9.74,9.68,4,No,6,6,0,No,7590
CLG0095,87,7.87,7.83,9,Yes,0,9,5,No,7591
CLG0059,109,7.54,7.99,1,No,0,8,3,No,7592
CLG0034,88,9.2,8.84,1,No,4,5,4,No,7593
CLG0012,98,9.33,9.28,3,No,4,5,4,No,7594
CLG0006,121,7.61,7.77,9,No,0,9,5,Yes,7595
CLG0096,90,9.64,9.57,5,No,6,8,4,Yes,7596
CLG0100,76,5.32,5.1,1,No,6,4,0,No,7597
CLG0010,84,5.57,5.36,5,No,5,9,1,No,7598
CLG0080,114,7.98,7.71,6,No,6,6,5,No,7599
CLG0025,103,6.77,6.61,4,No,5,5,1,No,7600
CLG0094,98,7.32,7.69,7,Yes,9,10,1,No,7601
CLG0040,92,6.64,6.65,3,Yes,1,7,2,No,7602
CLG0093,107,7.02,6.76,5,No,4,9,1,No,7603
CLG0048,87,9.11,8.99,6,No,6,1,4,No,7604
CLG0087,104,7.97,7.58,7,No,1,9,1,No,7605
CLG0056,89,9.99,10.39,10,No,4,10,5,Yes,7606
CLG0060,86,8.93,8.84,2,Yes,2,5,5,No,7607
CLG0007,90,6.37,6.85,5,Yes,8,9,4,No,7608
CLG0047,94,6.32,6.17,7,No,9,5,4,No,7609
CLG0014,99,6.68,7.02,7,No,0,7,2,No,7610
CLG0002,103,9.22,8.98,3,No,6,7,5,No,7611
CLG0063,44,5.14,4.72,8,Yes,9,9,1,No,7612
CLG0037,87,6.15,5.68,1,Yes,3,5,3,No,7613
CLG0069,94,9.52,9.63,4,Yes,4,7,1,No,7614
CLG0022,122,8.2,8.01,3,Yes,0,5,3,Yes,7615
CLG0070,83,6.13,6.07,4,Yes,4,4,5,No,7616
CLG0045,102,6.1,6.42,9,No,10,1,2,No,7617
CLG0007,122,9.31,9.06,8,No,7,5,0,No,7618
CLG0100,80,9.47,9.28,4,No,5,4,2,No,7619
CLG0005,105,6.28,6.63,8,No,1,1,2,No,7620
CLG0026,87,7.1,7.09,1,No,1,10,3,No,7621
CLG0092,92,9.17,9.5,8,No,10,1,2,No,7622
CLG0047,87,8.86,8.73,10,No,8,5,4,No,7623
CLG0087,89,9.07,8.97,2,No,0,9,2,Yes,7624
